STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),unit,Unit of measure,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,PL,Poland,2010,,2.7,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,PL,Poland,2011,,2.7,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,PL,Poland,2012,,2.9,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,PL,Poland,2013,,2.9,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,PL,Poland,2014,,3.0,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,PL,Poland,2015,,3.0,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,PL,Poland,2016,,2.9,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,PL,Poland,2017,,3.0,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,PL,Poland,2018,,3.2,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,PL,Poland,2019,,3.5,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,PL,Poland,2020,,3.5,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,PL,Poland,2021,,3.7,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,PL,Poland,2022,,3.7,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,PL,Poland,2023,,4.3,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,PL,Poland,2024,,4.7,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,PL,Poland,2025,,4.8,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,PT,Portugal,2010,,2.3,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,PT,Portugal,2011,,2.1,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,PT,Portugal,2012,,2.2,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,PT,Portugal,2013,,2.5,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,PT,Portugal,2014,,2.8,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,PT,Portugal,2015,,2.8,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,PT,Portugal,2016,,2.8,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,PT,Portugal,2017,,2.9,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,PT,Portugal,2018,,3.0,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,PT,Portugal,2019,,3.3,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,PT,Portugal,2020,,3.6,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,PT,Portugal,2021,,4.1,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,PT,Portugal,2022,,4.5,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,PT,Portugal,2023,,4.4,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,PT,Portugal,2024,,4.8,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,PT,Portugal,2025,,5.0,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,RO,Romania,2010,,1.8,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,RO,Romania,2011,,2.0,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,RO,Romania,2012,,2.2,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,RO,Romania,2013,,2.3,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,RO,Romania,2014,,2.4,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,RO,Romania,2015,,2.6,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,RO,Romania,2016,,2.7,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,RO,Romania,2017,,3.0,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,RO,Romania,2018,,3.0,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,RO,Romania,2019,,2.9,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,RO,Romania,2020,,3.0,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,RO,Romania,2021,,3.4,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,RO,Romania,2022,,3.4,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,RO,Romania,2023,,3.2,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,RO,Romania,2024,,3.4,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,RO,Romania,2025,,3.4,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,RS,Serbia,2010,,2.5,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,RS,Serbia,2011,,2.6,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,RS,Serbia,2012,,2.2,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,RS,Serbia,2013,,2.6,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,RS,Serbia,2014,,2.7,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,RS,Serbia,2015,,2.8,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,RS,Serbia,2016,,2.7,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,RS,Serbia,2017,,2.9,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,RS,Serbia,2018,,3.1,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,RS,Serbia,2019,,3.4,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,RS,Serbia,2020,,3.6,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,RS,Serbia,2021,,4.7,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,RS,Serbia,2022,,4.6,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,RS,Serbia,2023,,4.9,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,RS,Serbia,2024,,5.0,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,RS,Serbia,2025,,5.5,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,SE,Sweden,2010,,4.8,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,SE,Sweden,2011,,4.9,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,SE,Sweden,2012,,4.9,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,SE,Sweden,2013,,4.9,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,SE,Sweden,2014,,4.8,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,SE,Sweden,2015,,4.9,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,SE,Sweden,2016,,4.8,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,SE,Sweden,2017,,5.0,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,SE,Sweden,2018,,5.2,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,SE,Sweden,2019,,5.4,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,SE,Sweden,2020,,5.7,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,SE,Sweden,2021,,6.2,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,SE,Sweden,2022,,6.7,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,SE,Sweden,2023,,6.9,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,SE,Sweden,2024,,6.8,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,SE,Sweden,2025,,6.9,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,SI,Slovenia,2010,,5.1,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,SI,Slovenia,2011,,5.0,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,SI,Slovenia,2012,,4.7,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,SI,Slovenia,2013,,5.0,,,,,
dataflow,ESTAT:HTEC_EMP_REG2(1.0),Employed persons in technology and knowledge-intensive sectors by NACE Rev. 2 activity and NUTS 2 region (2008-2026),A,Annual,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,T,Total,SI,Slovenia,2014,,5.2,,,,,
